timestamp,position_size,entry_price,probability,is_win,gross_pnl,transaction_cost,pnl
2023-01-03 02:51:00,0.1,1831.25,0.8543862104415894,True,0.36625,0.8,-0.43375
2023-01-03 03:53:00,0.1,1828.59,0.7863199710845947,True,0.365718,0.8,-0.434282
2023-01-03 03:54:00,0.1,1829.73,0.80649334192276,False,-0.18297301,0.8,-0.98297304
2023-01-03 04:02:00,0.1,1829.15,0.8178386688232422,True,0.36583003,0.8,-0.43416998
2023-01-03 04:03:00,0.1,1829.64,0.8128397464752197,True,0.36592802,0.8,-0.434072
2023-01-03 04:05:00,0.1,1830.4,0.7872306704521179,True,0.36608005,0.8,-0.43391997
2023-01-03 04:06:00,0.1,1830.93,0.8018030524253845,True,0.36618602,0.8,-0.433814
2023-01-03 04:08:00,0.1,1829.72,0.8146369457244873,True,0.36594403,0.8,-0.43405598
2023-01-03 04:10:00,0.1,1830.06,0.8919473886489868,True,0.36601204,0.8,-0.43398798
2023-01-03 04:15:00,0.1,1829.5,0.8063931465148926,False,-0.18295,0.8,-0.98295003
2023-01-03 04:16:00,0.1,1829.19,0.7553157210350037,True,0.365838,0.8,-0.43416202
2023-01-03 04:17:00,0.1,1828.64,0.8118369579315186,True,0.36572802,0.8,-0.434272
2023-01-03 04:18:00,0.1,1828.44,0.7672563195228577,True,0.365688,0.8,-0.43431202
2023-01-03 04:20:00,0.1,1829.03,0.8354201316833496,True,0.365806,0.8,-0.434194
2023-01-03 04:21:00,0.1,1829.16,0.7965474724769592,True,0.36583203,0.8,-0.43416798
2023-01-03 04:22:00,0.1,1829.24,0.7558169960975647,True,0.365848,0.8,-0.434152
2023-01-03 04:23:00,0.1,1829.36,0.7864724397659302,True,0.36587203,0.8,-0.434128
2023-01-03 04:26:00,0.1,1830.09,0.838127076625824,True,0.36601803,0.8,-0.43398198
2023-01-03 04:27:00,0.1,1830.46,0.7717890739440918,True,0.36609203,0.8,-0.433908
2023-01-03 04:28:00,0.1,1830.7,0.7691518068313599,True,0.36614,0.8,-0.43386
2023-01-03 05:05:00,0.1,1840.19,0.812641441822052,True,0.368038,0.8,-0.431962
2023-01-03 05:06:00,0.1,1840.1,0.8935494422912598,True,0.36802,0.8,-0.43198
2023-01-03 05:07:00,0.1,1840.45,0.8833782076835632,True,0.36809,0.8,-0.43191
2023-01-03 05:08:00,0.1,1840.8,0.8367644548416138,True,0.36816,0.8,-0.43184
2023-01-03 05:09:00,0.1,1840.82,0.7823557257652283,True,0.36816403,0.8,-0.43183598
2023-01-03 05:10:00,0.1,1840.96,0.7704604268074036,True,0.36819202,0.8,-0.431808
2023-01-03 05:35:00,0.1,1840.94,0.7665039300918579,True,0.368188,0.8,-0.43181202
2023-01-03 06:12:00,0.1,1841.39,0.8091226816177368,True,0.36827803,0.8,-0.431722
2023-01-03 06:48:00,0.1,1841.52,0.7550579309463501,True,0.36830404,0.8,-0.43169597
2023-01-03 07:07:00,0.1,1840.98,0.7785189151763916,True,0.36819604,0.8,-0.43180397
2023-01-03 07:10:00,0.1,1840.56,0.7847458124160767,True,0.36811206,0.8,-0.43188795
2023-01-03 07:36:00,0.1,1838.52,0.8219498991966248,True,0.36770403,0.8,-0.43229598
2023-01-03 07:37:00,0.1,1838.81,0.8606864213943481,False,-0.18388101,0.8,-0.983881
2023-01-03 07:38:00,0.1,1839.06,0.8271486759185791,True,0.36781204,0.8,-0.43218797
2023-01-03 07:39:00,0.1,1839.0,0.7712674736976624,False,-0.18390001,0.8,-0.9839
2023-01-03 08:07:00,0.1,1840.7,0.7677797079086304,True,0.36814,0.8,-0.43186
2023-01-03 08:10:00,0.1,1842.15,0.8107202649116516,False,-0.18421502,0.8,-0.984215
2023-01-03 08:11:00,0.1,1842.15,0.7848898768424988,True,0.36843005,0.8,-0.43156996
2023-01-03 08:12:00,0.1,1841.71,0.819136381149292,True,0.36834204,0.8,-0.43165797
2023-01-03 08:30:00,0.1,1841.15,0.78892982006073,False,-0.18411501,0.8,-0.984115
2023-01-03 08:32:00,0.1,1840.66,0.7766395211219788,True,0.36813203,0.8,-0.431868
2023-01-03 08:33:00,0.1,1840.66,0.7810032963752747,True,0.36813203,0.8,-0.431868
2023-01-03 08:34:00,0.1,1840.45,0.8023802638053894,True,0.36809,0.8,-0.43191
2023-01-03 08:35:00,0.1,1840.45,0.836016058921814,True,0.36809,0.8,-0.43191
2023-01-03 08:36:00,0.1,1840.33,0.8342950940132141,True,0.368066,0.8,-0.431934
2023-01-03 08:37:00,0.1,1840.6,0.811872661113739,True,0.36812,0.8,-0.43188
2023-01-03 08:38:00,0.1,1840.51,0.8085534572601318,True,0.36810204,0.8,-0.43189797
2023-01-03 09:49:00,0.1,1847.3,0.7598487138748169,True,0.36946005,0.8,-0.43053997
2023-01-03 09:55:00,0.1,1846.41,0.7953109741210938,True,0.36928204,0.8,-0.43071797
2023-01-03 09:56:00,0.1,1846.01,0.7640736103057861,True,0.36920202,0.8,-0.430798
2023-01-03 09:57:00,0.1,1846.23,0.7824085354804993,True,0.369246,0.8,-0.430754
2023-01-03 11:41:00,0.1,1839.34,0.7967503070831299,True,0.36786804,0.8,-0.43213198
2023-01-03 11:42:00,0.1,1839.62,0.7945891618728638,False,-0.18396202,0.8,-0.98396206
2023-01-03 11:45:00,0.1,1840.03,0.8058852553367615,True,0.36800602,0.8,-0.431994
2023-01-03 11:46:00,0.1,1839.46,0.8333970308303833,True,0.36789203,0.8,-0.43210799
2023-01-03 11:47:00,0.1,1839.64,0.8465548157691956,True,0.36792803,0.8,-0.43207198
2023-01-03 11:50:00,0.1,1839.2,0.7571370005607605,False,-0.18392001,0.8,-0.98392004
2023-01-03 12:07:00,0.1,1838.99,0.7719607949256897,True,0.36779803,0.8,-0.43220198
2023-01-03 12:08:00,0.1,1838.75,0.8167869448661804,True,0.36775002,0.8,-0.43225
2023-01-03 12:10:00,0.1,1838.99,0.7763938307762146,True,0.36779803,0.8,-0.43220198
2023-01-03 13:09:00,0.1,1834.45,0.8585611581802368,True,0.36689,0.8,-0.43311
2023-01-03 13:10:00,0.1,1833.88,0.7719203233718872,True,0.36677602,0.8,-0.433224
2023-01-03 13:25:00,0.1,1833.56,0.8590731620788574,True,0.36671203,0.8,-0.43328798
2023-01-03 13:29:00,0.1,1833.22,0.8017339706420898,True,0.36664402,0.8,-0.433356
2023-01-03 13:52:00,0.1,1832.72,0.8547152280807495,True,0.36654404,0.8,-0.43345597
2023-01-03 13:53:00,0.1,1832.6,0.7918695211410522,True,0.36652002,0.8,-0.43348
2023-01-03 13:54:00,0.1,1832.7,0.8098821640014648,True,0.36654,0.8,-0.43346
2023-01-03 13:55:00,0.1,1832.54,0.8252291083335876,False,-0.18325402,0.8,-0.983254
2023-01-03 14:12:00,0.1,1832.47,0.7587379217147827,True,0.366494,0.8,-0.433506
2023-01-03 14:14:00,0.1,1833.61,0.7995774149894714,True,0.36672205,0.8,-0.43327796
2023-01-03 14:20:00,0.1,1834.12,0.80048668384552,True,0.36682403,0.8,-0.43317598
2023-01-03 14:21:00,0.1,1834.4,0.8158787488937378,True,0.36688003,0.8,-0.43311998
2023-01-03 14:22:00,0.1,1834.44,0.8153093457221985,True,0.36688802,0.8,-0.433112
2023-01-03 14:23:00,0.1,1834.6,0.8726489543914795,True,0.36692002,0.8,-0.43308
2023-01-03 14:24:00,0.1,1834.22,0.8690452575683594,True,0.366844,0.8,-0.433156
2023-01-03 14:25:00,0.1,1834.37,0.8100355267524719,False,-0.183437,0.8,-0.983437
2023-01-03 14:26:00,0.1,1834.72,0.7605317831039429,False,-0.18347201,0.8,-0.983472
2023-01-03 14:27:00,0.1,1834.64,0.7744002938270569,True,0.36692804,0.8,-0.43307197
2023-01-03 14:52:00,0.1,1835.15,0.7834288477897644,True,0.36703002,0.8,-0.43297
2023-01-03 14:57:00,0.1,1834.39,0.8345426917076111,True,0.36687803,0.8,-0.43312198
2023-01-03 14:58:00,0.1,1834.15,0.7608029246330261,True,0.36683002,0.8,-0.43317
2023-01-03 15:05:00,0.1,1835.22,0.813473641872406,True,0.36704403,0.8,-0.43295598
2023-01-03 15:10:00,0.1,1837.19,0.7772954106330872,True,0.36743802,0.8,-0.432562
2023-01-03 15:34:00,0.1,1838.83,0.8346436619758606,True,0.36776602,0.8,-0.432234
2023-01-03 15:40:00,0.1,1838.72,0.7747129201889038,True,0.367744,0.8,-0.432256
2023-01-03 15:42:00,0.1,1838.81,0.8249277472496033,True,0.36776203,0.8,-0.43223798
2023-01-03 16:26:00,0.1,1841.05,0.7967311143875122,False,-0.18410502,0.8,-0.98410505
2023-01-03 16:42:00,0.1,1847.38,0.807000994682312,True,0.36947602,0.8,-0.430524
2023-01-03 16:54:00,0.1,1847.34,0.7683214545249939,True,0.369468,0.8,-0.430532
2023-01-03 16:56:00,0.1,1847.39,0.788261353969574,True,0.36947802,0.8,-0.430522
2023-01-03 16:57:00,0.1,1847.62,0.773077130317688,True,0.36952403,0.8,-0.43047598
2023-01-03 16:58:00,0.1,1847.46,0.7933487892150879,True,0.36949202,0.8,-0.430508
2023-01-03 16:59:00,0.1,1844.97,0.8208225965499878,True,0.368994,0.8,-0.431006
2023-01-03 17:06:00,0.1,1841.57,0.7792606353759766,True,0.368314,0.8,-0.431686
2023-01-03 17:09:00,0.1,1842.48,0.7684165835380554,True,0.36849603,0.8,-0.43150398
2023-01-03 18:20:00,0.1,1830.02,0.7563655376434326,True,0.36600402,0.8,-0.433996
2023-01-03 18:21:00,0.1,1829.79,0.7701354622840881,True,0.36595803,0.8,-0.43404198
2023-01-03 18:22:00,0.1,1829.92,0.8192034363746643,True,0.36598402,0.8,-0.434016
2023-01-03 18:23:00,0.1,1830.47,0.8522282838821411,True,0.36609402,0.8,-0.433906
2023-01-03 18:24:00,0.1,1829.64,0.8356874585151672,True,0.36592802,0.8,-0.434072
2023-01-03 18:26:00,0.1,1829.64,0.7612912654876709,True,0.36592802,0.8,-0.434072
2023-01-03 19:20:00,0.1,1836.59,0.7863109111785889,True,0.367318,0.8,-0.432682
2023-01-03 19:22:00,0.1,1836.24,0.842284619808197,True,0.36724803,0.8,-0.43275198
2023-01-03 19:26:00,0.1,1836.18,0.8293742537498474,True,0.36723605,0.8,-0.43276396
2023-01-03 19:27:00,0.1,1836.55,0.814342200756073,True,0.36731005,0.8,-0.43268996
2023-01-03 19:28:00,0.1,1836.53,0.9052212834358215,True,0.36730602,0.8,-0.432694
2023-01-03 19:29:00,0.1,1837.4,0.7905365824699402,True,0.36748004,0.8,-0.43251997
2023-01-03 19:30:00,0.1,1837.29,0.7754796743392944,True,0.36745802,0.8,-0.432542
2023-01-03 21:03:00,0.1,1838.61,0.8446189165115356,True,0.36772203,0.8,-0.43227798
2023-01-03 21:28:00,0.1,1837.11,0.8366535305976868,True,0.367422,0.8,-0.432578
2023-01-03 21:29:00,0.1,1837.11,0.7734424471855164,True,0.367422,0.8,-0.432578
2023-01-03 22:16:00,0.1,1839.32,0.7628036141395569,False,-0.183932,0.8,-0.983932
2023-01-03 22:19:00,0.1,1838.76,0.7661154270172119,True,0.36775205,0.8,-0.43224797
2023-01-03 22:26:00,0.1,1837.84,0.8511409759521484,True,0.36756802,0.8,-0.432432
2023-01-03 22:27:00,0.1,1838.32,0.7980451583862305,True,0.367664,0.8,-0.432336
2023-01-03 22:28:00,0.1,1838.4,0.7700145840644836,True,0.36768004,0.8,-0.43231997
2023-01-03 22:54:00,0.1,1838.08,0.8057880401611328,True,0.36761603,0.8,-0.43238398
2023-01-03 22:55:00,0.1,1837.99,0.8124971389770508,True,0.367598,0.8,-0.432402
2023-01-03 23:43:00,0.1,1839.58,0.8352553248405457,True,0.367916,0.8,-0.43208402
2023-01-03 23:44:00,0.1,1839.53,0.8027821779251099,True,0.36790603,0.8,-0.43209398
