timestamp,exit_time,duration_minutes,position_size,entry_price,exit_price,sl_price,tp_price,probability,is_win,gross_pnl,transaction_cost,pnl
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.80177516,True,1.1033204,1.03,0.07332039
2023-01-04 07:05:00,2023-01-04 07:32:00,27.0,0.3,1846.6,1844.7534,1844.7534,1850.2931,0.6932401,False,-0.5539673,1.03,-1.5839672
2023-01-04 07:35:00,2023-01-04 08:18:00,43.0,0.3,1844.92,1848.6099,1843.0752,1848.6099,0.67111593,True,1.1069459,1.03,0.0769459
2023-01-04 08:35:00,2023-01-04 08:40:00,5.0,0.3,1848.33,1846.4817,1846.4817,1852.0266,0.6407186,False,-0.55448,1.03,-1.58448
2023-01-04 08:40:00,2023-01-04 09:11:00,31.0,0.3,1846.3,1849.9926,1844.4537,1849.9926,0.8327796,True,1.1077515,1.03,0.07775152
2023-01-04 09:15:00,2023-01-04 09:32:00,17.0,0.3,1851.32,1855.0226,1849.4686,1855.0226,0.7338167,True,1.1107911,1.03,0.080791116
2023-01-04 10:55:00,2023-01-04 11:09:00,14.0,0.3,1861.11,1859.2489,1859.2489,1864.8322,0.6932734,False,-0.55832523,1.03,-1.5883253
2023-01-04 11:10:00,2023-01-04 13:16:00,126.0,0.3,1859.12,1862.8381,1857.2609,1862.8381,0.89096195,True,1.1154419,1.03,0.08544195
2023-01-04 13:35:00,2023-01-04 14:20:00,45.0,0.3,1859.52,1857.6605,1857.6605,1863.239,0.7581796,False,-0.55784917,1.03,-1.5878491
2023-01-04 14:40:00,2023-01-04 15:24:00,44.0,0.3,1853.22,1856.9264,1851.3668,1856.9264,0.78837204,True,1.1119263,1.03,0.081926346
2023-01-04 15:25:00,2023-01-04 15:32:00,7.0,0.3,1858.1,1861.8162,1856.242,1861.8162,0.83945435,True,1.114856,1.03,0.08485603
2023-01-04 15:35:00,2023-01-05 07:00:00,925.0,0.3,1859.47,1857.6105,1857.6105,1863.1888,0.79826444,False,-0.55784917,1.03,-1.5878491
2023-01-05 15:59:00,2023-01-06 08:04:00,965.0,0.3,1834.84,1838.5096,1833.0051,1838.5096,0.64563394,True,1.1009034,1.03,0.07090342
2023-01-06 08:05:00,2023-01-06 09:40:00,95.0,0.3,1838.85,1837.0111,1837.0111,1842.5276,0.783632,False,-0.5516602,1.03,-1.5816602
2023-01-06 09:40:00,2023-01-06 11:18:00,98.0,0.3,1836.88,1835.0431,1835.0431,1840.5537,0.8470791,False,-0.55107427,1.03,-1.5810742
2023-01-06 12:05:00,2023-01-06 13:19:00,74.0,0.3,1835.31,1838.9806,1833.4747,1838.9806,0.7158207,True,1.1011597,1.03,0.07115972
2023-01-06 13:40:00,2023-01-06 14:13:00,33.0,0.3,1836.79,1834.9532,1834.9532,1840.4636,0.66918236,False,-0.5510376,1.03,-1.5810375
2023-01-06 14:35:00,2023-01-06 15:30:00,55.0,0.3,1836.34,1840.0126,1834.5037,1840.0126,0.6469713,True,1.1017823,1.03,0.07178235
2023-01-06 15:30:00,2023-01-06 15:35:00,5.0,0.3,1837.77,1841.4456,1835.9323,1841.4456,0.981989,True,1.1026611,1.03,0.07266116
2023-01-06 15:35:00,2023-01-06 15:37:00,2.0,0.3,1840.89,1839.0492,1839.0492,1844.5718,0.97880435,False,-0.5522461,1.03,-1.5822461
2023-01-06 15:40:00,2023-01-06 15:43:00,3.0,0.3,1842.63,1846.3152,1840.7874,1846.3152,0.9699948,True,1.1055542,1.03,0.07555425
2023-01-06 15:45:00,2023-01-06 15:58:00,13.0,0.3,1848.7,1852.3973,1846.8513,1852.3973,0.78014535,True,1.1092163,1.03,0.07921636
