timestamp,exit_time,duration_minutes,position_size,entry_price,exit_price,sl_price,tp_price,probability,is_win,gross_pnl,transaction_cost,pnl
2023-01-03 15:59:00,2023-01-03 16:59:00,60.0,0.3,1838.9,1837.0612,1837.0612,1842.5778,0.80177516,False,-0.5516602,0.8,-1.3516603
2023-01-03 15:59:00,2023-01-03 16:59:00,60.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.80621064,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-03 16:59:00,60.0,0.3,1838.9,1837.0612,1837.0612,1842.5778,0.6580681,False,-0.5516602,0.8,-1.3516603
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.64201,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.6514694,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.6666032,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.6381902,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.8428483,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.9142675,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.94743043,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.8387874,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.8983378,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.89523864,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.68554,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.7281433,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.69212997,True,1.1033204,0.8,0.30332035
2023-01-03 15:59:00,2023-01-04 07:00:00,901.0,0.3,1838.9,1842.5778,1837.0612,1842.5778,0.75216275,True,1.1033204,0.8,0.30332035
2023-01-04 07:05:00,2023-01-04 07:35:00,30.0,0.3,1846.6,1844.7534,1844.7534,1850.2931,0.6932401,False,-0.5539673,0.8,-1.3539673
2023-01-04 07:15:00,2023-01-04 09:15:00,120.0,0.3,1846.29,1849.9825,1844.4437,1849.9825,0.7147173,True,1.1077515,0.8,0.30775148
2023-01-04 07:20:00,2023-01-04 09:05:00,105.0,0.3,1845.68,1849.3713,1843.8344,1849.3713,0.6779444,True,1.1073853,0.8,0.30738527
2023-01-04 07:25:00,2023-01-04 09:05:00,100.0,0.3,1845.05,1848.7401,1843.2051,1848.7401,0.6591313,True,1.1070191,0.8,0.30701905
2023-01-04 07:30:00,2023-01-04 09:05:00,95.0,0.3,1845.0,1848.69,1843.155,1848.69,0.7196415,True,1.1069825,0.8,0.30698246
