timestamp,exit_time,duration_minutes,position_size,entry_price,exit_price,sl_price,tp_price,probability,is_win,gross_pnl,transaction_cost,pnl
2023-06-08 10:30:00,2023-06-08 11:30:00,60.0,0.3,1944.75,1948.6394,1942.8053,1948.6394,0.8448199033737183,True,1.1668214,0.8,0.36682135
2023-06-08 10:56:00,2023-06-08 11:56:00,60.0,0.3,1947.83,1951.7256,1945.8822,1951.7256,0.7999805212020874,True,1.168689,0.8,0.368689
2023-06-08 12:21:00,2023-06-08 12:32:00,11.0,0.3,1948.43,1946.4817,1946.4817,1952.3269,0.8677956461906433,False,-0.5845093,0.8,-1.3845093
2023-06-08 12:22:00,2023-06-08 12:32:00,10.0,0.3,1948.25,1946.3018,1946.3018,1952.1465,0.8323807120323181,False,-0.58447266,0.8,-1.3844726
2023-06-08 12:35:00,2023-06-08 13:35:00,60.0,0.3,1946.46,1950.3528,1944.5135,1950.3528,0.7611941695213318,True,1.1678467,0.8,0.36784667
2023-06-08 13:28:00,2023-06-08 14:28:00,60.0,0.3,1946.57,1944.6234,1944.6234,1950.463,0.7716495394706726,False,-0.58396,0.8,-1.38396
2023-06-08 13:29:00,2023-06-08 14:29:00,60.0,0.3,1946.36,1950.2527,1944.4137,1950.2527,0.8599110841751099,True,1.1678101,0.8,0.36781007
2023-06-08 13:39:00,2023-06-08 14:35:00,56.0,0.3,1947.11,1945.1628,1945.1628,1951.0042,0.8318148255348206,False,-0.5841431,0.8,-1.3841431
2023-06-08 13:40:00,2023-06-08 14:10:00,30.0,0.3,1947.42,1945.4727,1945.4727,1951.3148,0.7901850938796997,False,-0.58421636,0.8,-1.3842163
2023-06-08 13:41:00,2023-06-08 14:11:00,30.0,0.3,1947.22,1945.2728,1945.2728,1951.1144,0.7740330100059509,False,-0.5841431,0.8,-1.3841431
2023-06-08 13:42:00,2023-06-08 14:11:00,29.0,0.3,1947.33,1945.3827,1945.3827,1951.2246,0.785576343536377,False,-0.5841797,0.8,-1.3841797
2023-06-08 13:43:00,2023-06-08 14:10:00,27.0,0.3,1947.68,1945.7324,1945.7324,1951.5753,0.7757098078727722,False,-0.58428955,0.8,-1.3842895
2023-06-08 15:36:00,2023-06-08 15:42:00,6.0,0.3,1955.05,1958.9601,1953.095,1958.9601,0.7830820679664612,True,1.1730103,0.8,0.37301034
2023-06-08 15:37:00,2023-06-08 15:58:00,21.0,0.3,1955.94,1959.8518,1953.984,1959.8518,0.8684877157211304,True,1.1735597,0.8,0.37355965
