timestamp,exit_time,duration_minutes,position_size,entry_price,exit_price,sl_price,tp_price,probability,is_win,gross_pnl,transaction_cost,pnl
2023-03-13 15:59:00,2023-03-14 07:00:00,901.0,0.3,1896.71,1900.5033,1894.8132,1900.5033,0.65643936,True,1.1380005,1.03,0.10800052
2023-03-14 07:00:00,2023-03-14 07:25:00,25.0,0.3,1903.89,1901.9862,1901.9862,1907.6978,0.7503462,False,-0.5711426,1.03,-1.6011426
2023-03-14 08:05:00,2023-03-14 08:10:00,5.0,0.3,1904.27,1908.0785,1902.3657,1908.0785,0.9016274,True,1.1425415,1.03,0.11254156
2023-03-14 08:10:00,2023-03-14 08:15:00,5.0,0.3,1907.75,1911.5654,1905.8423,1911.5654,0.87428683,True,1.144629,1.03,0.11462903
2023-03-14 08:30:00,2023-03-14 09:00:00,30.0,0.3,1907.19,1911.0043,1905.2828,1911.0043,0.8398145,True,1.1442994,1.03,0.11429942
2023-03-14 09:00:00,2023-03-14 10:10:00,70.0,0.3,1911.42,1909.5087,1909.5087,1915.2428,0.8685421,False,-0.57341313,1.03,-1.6034131
2023-03-14 14:10:00,2023-03-14 14:30:00,20.0,0.3,1906.32,1904.4137,1904.4137,1910.1326,0.7083366,False,-0.57187504,1.03,-1.6018751
2023-03-14 14:30:00,2023-03-14 14:35:00,5.0,0.3,1909.84,1907.9302,1907.9302,1913.6595,0.8489739,False,-0.572937,1.03,-1.602937
2023-03-14 14:35:00,2023-03-14 14:45:00,10.0,0.3,1903.58,1907.3871,1901.6764,1907.3871,0.9191594,True,1.1421387,1.03,0.11213875
2023-03-14 14:45:00,2023-03-14 14:50:00,5.0,0.3,1910.1,1908.19,1908.19,1913.9202,0.80923223,False,-0.57301027,1.03,-1.6030102
2023-03-14 14:50:00,2023-03-14 15:10:00,20.0,0.3,1908.15,1906.242,1906.242,1911.9663,0.77637404,False,-0.57242435,1.03,-1.6024244
2023-03-14 15:59:00,2023-03-15 07:20:00,921.0,0.3,1902.37,1900.4677,1900.4677,1906.1747,0.75798553,False,-0.57070315,1.03,-1.6007031
2023-03-15 12:05:00,2023-03-15 12:30:00,25.0,0.3,1903.42,1907.2268,1901.5166,1907.2268,0.8489104,True,1.1420288,1.03,0.11202884
2023-03-15 12:30:00,2023-03-15 13:30:00,60.0,0.3,1906.46,1910.2728,1904.5535,1910.2728,0.71840876,True,1.1438599,1.03,0.11385989
2023-03-15 13:30:00,2023-03-15 13:35:00,5.0,0.3,1913.23,1917.0564,1911.3168,1917.0564,0.90846604,True,1.1479249,1.03,0.11792493
2023-03-15 13:40:00,2023-03-15 13:45:00,5.0,0.3,1916.84,1914.9231,1914.9231,1920.6736,0.87135655,False,-0.5750611,1.03,-1.605061
2023-03-15 13:45:00,2023-03-15 14:05:00,20.0,0.3,1914.97,1918.7998,1913.055,1918.7998,0.8828233,True,1.1489502,1.03,0.11895025
2023-03-15 14:05:00,2023-03-15 14:30:00,25.0,0.3,1922.6,1920.6774,1920.6774,1926.4451,0.8181071,False,-0.5767822,1.03,-1.6067822
2023-03-15 14:30:00,2023-03-15 14:35:00,5.0,0.3,1923.72,1921.7963,1921.7963,1927.5674,0.89278597,False,-0.57711184,1.03,-1.6071118
2023-03-15 14:35:00,2023-03-15 14:50:00,15.0,0.3,1921.8,1925.6436,1919.8783,1925.6436,0.9046069,True,1.1530519,1.03,0.12305188
2023-03-15 14:50:00,2023-03-15 15:15:00,25.0,0.3,1925.82,1929.6715,1923.8942,1929.6715,0.8957549,True,1.1554688,1.03,0.12546885
